tailnum,year,type,manufacturer,model,engines,seats,speed,engine
N3745B,2001,Fixed wing multi engine,BOEING,737-832,2,189,NA,Turbo-fan
N37462,2012,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N37464,2012,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N37465,2013,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N37466,2013,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N37468,2013,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N3746H,2001,Fixed wing multi engine,BOEING,737-832,2,189,NA,Turbo-fan
N37470,2013,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N37471,2013,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N37474,2013,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N3747D,2001,Fixed wing multi engine,BOEING,737-832,2,189,NA,Turbo-fan
N3748Y,2001,Fixed wing multi engine,BOEING,737-832,2,189,NA,Turbo-fan
N3749D,2001,Fixed wing multi engine,BOEING,737-832,2,189,NA,Turbo-fan
N374DA,1998,Fixed wing multi engine,BOEING,737-832,2,189,NA,Turbo-fan
N374HA,2014,Fixed wing multi engine,AIRBUS,A330-243,2,377,NA,Turbo-fan
N374JB,2013,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,NA,Turbo-fan
N374NW,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-212,2,182,NA,Turbo-fan
N374SW,1993,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
N3750D,2001,Fixed wing multi engine,BOEING,737-832,2,189,NA,Turbo-fan
N3751B,2001,Fixed wing multi engine,BOEING,737-832,2,189,NA,Turbo-fan
N3752,2001,Fixed wing multi engine,BOEING,737-832,2,189,NA,Turbo-fan
N3753,2001,Fixed wing multi engine,BOEING,737-832,2,189,NA,Turbo-fan
N3754A,2001,Fixed wing multi engine,BOEING,737-832,2,189,NA,Turbo-fan
N3755D,2001,Fixed wing multi engine,BOEING,737-832,2,189,NA,Turbo-fan
N3756,2001,Fixed wing multi engine,BOEING,737-832,2,189,NA,Turbo-fan
N3757D,2001,Fixed wing multi engine,BOEING,737-832,2,189,NA,Turbo-fan
N3758Y,2001,Fixed wing multi engine,BOEING,737-832,2,189,NA,Turbo-fan
N3759,2001,Fixed wing multi engine,BOEING,737-832,2,189,NA,Turbo-fan
N375DA,1998,Fixed wing multi engine,BOEING,737-832,2,189,NA,Turbo-fan
N375HA,2015,Fixed wing multi engine,AIRBUS,A330-243,2,377,NA,Turbo-fan
N375JB,2013,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,NA,Turbo-fan
N375NC,2002,Fixed wing multi engine,AIRBUS,A320-212,2,182,NA,Turbo-fan
N3760C,2001,Fixed wing multi engine,BOEING,737-832,2,189,NA,Turbo-fan
N3761R,2001,Fixed wing multi engine,BOEING,737-832,2,189,NA,Turbo-fan
N3762Y,2001,Fixed wing multi engine,BOEING,737-832,2,189,NA,Turbo-fan
N3763D,2001,Fixed wing multi engine,BOEING,737-832,2,189,NA,Turbo-fan
N3764D,2001,Fixed wing multi engine,BOEING,737-832,2,189,NA,Turbo-fan
N3765,2001,Fixed wing multi engine,BOEING,737-832,2,189,NA,Turbo-fan
N3766,2001,Fixed wing multi engine,BOEING,737-832,2,189,NA,Turbo-fan
N3767,2001,Fixed wing multi engine,BOEING,737-832,2,189,NA,Turbo-fan
N3768,2002,Fixed wing multi engine,BOEING,737-832,2,189,NA,Turbo-fan
N3769L,2002,Fixed wing multi engine,BOEING,737-832,2,189,NA,Turbo-fan
N376AA,1978,Fixed wing single engine,PIPER,PA-32RT-300,1,7,NA,Reciprocating
N376DA,1999,Fixed wing multi engine,BOEING,737-832,2,189,NA,Turbo-fan
N376NW,2002,Fixed wing multi engine,AIRBUS,A320-212,2,182,NA,Turbo-fan
N37700,2002,Fixed wing multi engine,BOEING,737-832,2,189,NA,Turbo-fan
N3771K,2002,Fixed wing multi engine,BOEING,737-832,2,189,NA,Turbo-fan
N3772H,2010,Fixed wing multi engine,BOEING,737-832,2,189,NA,Turbo-fan
N3773D,2010,Fixed wing multi engine,BOEING,737-832,2,189,NA,Turbo-fan
N377AA,NA,Fixed wing single engine,PAIR MIKE E,FALCON XP,1,2,NA,Reciprocating
N377DA,1999,Fixed wing multi engine,BOEING,737-832,2,189,NA,Turbo-fan
N377NW,2003,Fixed wing multi engine,AIRBUS,A320-211,2,182,NA,Turbo-fan
N378DA,1999,Fixed wing multi engine,BOEING,737-832,2,189,NA,Turbo-fan
N378HA,2015,Fixed wing multi engine,AIRBUS,A330-243,2,377,NA,Turbo-fan
N378NW,2003,Fixed wing multi engine,AIRBUS,A320-211,2,182,NA,Turbo-fan
N378SW,1994,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
N379AA,1993,Fixed wing multi engine,BOEING,767-323,2,330,NA,Turbo-fan
N379DA,1999,Fixed wing multi engine,BOEING,737-832,2,189,NA,Turbo-fan
N379HA,2015,Fixed wing multi engine,AIRBUS,A330-243,2,377,NA,Turbo-fan
N379SW,1994,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
N380DA,1999,Fixed wing multi engine,BOEING,737-832,2,189,NA,Turbo-fan
N380HA,2010,Fixed wing multi engine,AIRBUS,A330-243,2,377,NA,Turbo-fan
N381AA,1956,Fixed wing multi engine,DOUGLAS,DC-7BF,4,102,232,Reciprocating
N381DN,1999,Fixed wing multi engine,BOEING,737-832,2,189,NA,Turbo-fan
N381HA,2010,Fixed wing multi engine,AIRBUS,A330-243,2,377,NA,Turbo-fan
N38257,2000,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
N38268,2001,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
N382DA,1999,Fixed wing multi engine,BOEING,737-832,2,189,NA,Turbo-fan
N382HA,2010,Fixed wing multi engine,AIRBUS,A330-243,2,377,NA,Turbo-fan
N383AA,1972,Fixed wing multi engine,BEECH,E-90,2,10,NA,Turbo-prop
N383DN,1999,Fixed wing multi engine,BOEING,737-832,2,189,NA,Turbo-fan
N383HA,2011,Fixed wing multi engine,AIRBUS,A330-243,2,377,NA,Turbo-fan
N383SW,1994,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
N38403,2001,Fixed wing multi engine,BOEING,737-924,2,191,NA,Turbo-fan
N38417,2008,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N38424,2008,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N38443,2010,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N38446,2012,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N38451,2012,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N38454,2012,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N38458,2012,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N38459,2012,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N38467,2013,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N38473,2013,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N38479,2016,Fixed wing multi engine,BOEING,737-900ER,2,222,NA,Turbo-fan
N384AA,1993,Fixed wing multi engine,BOEING,767-323,2,330,NA,Turbo-fan
N384DA,1999,Fixed wing multi engine,BOEING,737-832,2,189,NA,Turbo-fan
N384HA,2011,Fixed wing multi engine,AIRBUS,A330-243,2,377,NA,Turbo-fan
N384SW,1994,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
N385DN,1999,Fixed wing multi engine,BOEING,737-832,2,189,NA,Turbo-fan
N385HA,2012,Fixed wing multi engine,AIRBUS,A330-243,2,377,NA,Turbo-fan
N386DA,1999,Fixed wing multi engine,BOEING,737-832,2,189,NA,Turbo-fan
N386HA,2012,Fixed wing multi engine,AIRBUS,A330-243,2,377,NA,Turbo-fan
N386SW,1994,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
N387DA,2000,Fixed wing multi engine,BOEING,737-832,2,189,NA,Turbo-fan
N387SW,1994,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
N388AA,1995,Fixed wing multi engine,BOEING,767-323,2,330,NA,Turbo-fan
N388DA,2000,Fixed wing multi engine,BOEING,737-832,2,189,NA,Turbo-fan
N388HA,2012,Fixed wing multi engine,AIRBUS,A330-243,2,377,NA,Turbo-fan
N389AA,1995,Fixed wing multi engine,BOEING,767-323,2,330,NA,Turbo-fan
N389DA,2000,Fixed wing multi engine,BOEING,737-832,2,189,NA,Turbo-fan
N389HA,NA,Fixed wing multi engine,AIRBUS,A330-243,2,377,NA,Turbo-fan
N389SW,1994,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
N390AA,1995,Fixed wing multi engine,BOEING,767-323,2,330,NA,Turbo-fan
N390DA,2000,Fixed wing multi engine,BOEING,737-832,2,189,NA,Turbo-fan
N390HA,2013,Fixed wing multi engine,AIRBUS,A330-243,2,377,NA,Turbo-fan
N390SW,1994,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
N391AA,1995,Fixed wing multi engine,BOEING,767-323,2,330,NA,Turbo-fan
N391CA,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N391DA,2000,Fixed wing multi engine,BOEING,737-832,2,189,NA,Turbo-fan
N391HA,2013,Fixed wing multi engine,AIRBUS,A330-243,2,377,NA,Turbo-fan
N391SW,1994,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
N392DA,2000,Fixed wing multi engine,BOEING,737-832,2,189,NA,Turbo-fan
N392SW,1994,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
N393DA,2000,Fixed wing multi engine,BOEING,737-832,2,189,NA,Turbo-fan
N393HA,2013,Fixed wing multi engine,AIRBUS,A330-243,2,377,NA,Turbo-fan
N39415,2008,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N39416,2008,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N39418,2008,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N39423,2008,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N39450,2012,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N39461,2012,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N39463,2012,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N39475,2013,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N394AA,2007,Fixed wing single engine,AVIAT AIRCRAFT INC,A-1B,1,2,NA,Reciprocating
N394DA,2000,Fixed wing multi engine,BOEING,737-832,2,189,NA,Turbo-fan
N394DL,1995,Fixed wing multi engine,BOEING,767-324,2,269,NA,Turbo-fan
N394SW,1994,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
N395DN,2000,Fixed wing multi engine,BOEING,737-832,2,189,NA,Turbo-fan
N395HA,2013,Fixed wing multi engine,AIRBUS,A330-243,2,377,NA,Turbo-fan
N395SW,1994,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
N396AA,1991,Fixed wing multi engine,BEECH,B300,2,19,NA,Turbo-prop
N396DA,2000,Fixed wing multi engine,BOEING,737-832,2,189,NA,Turbo-fan
N396HA,2014,Fixed wing multi engine,AIRBUS,A330-243,2,377,NA,Turbo-fan
N396SW,1994,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
N39728,1999,Fixed wing multi engine,BOEING,737-724,2,149,NA,Turbo-fan
N397DA,2000,Fixed wing multi engine,BOEING,737-832,2,189,NA,Turbo-fan
N397SW,1995,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
N398CA,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N398DA,2000,Fixed wing multi engine,BOEING,737-832,2,189,NA,Turbo-fan
N399AA,2016,Fixed wing single engine,CIRRUS DESIGN CORP,SR22,1,4,NA,Reciprocating
N399DA,2000,Fixed wing multi engine,BOEING,737-832,2,189,NA,Turbo-fan
N399HA,2014,Fixed wing multi engine,AIRBUS,A330-243,2,377,NA,Turbo-fan
N399WN,1995,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
N400WN,2001,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N401UA,1993,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N401WN,2001,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N402AS,2012,Fixed wing multi engine,BOEING,737-990ER,2,222,NA,Turbo-fan
N402UA,1993,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N402WN,2001,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N403AS,2012,Fixed wing multi engine,BOEING,737-990ER,2,222,NA,Turbo-fan
N403UA,1993,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N403WN,2001,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N404UA,1993,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N404WN,2001,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N405UA,1993,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N405WN,2001,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N406UA,1994,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N406WN,2001,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N407AS,2012,Fixed wing multi engine,BOEING,737-990ER,2,222,NA,Turbo-fan
N407UA,1994,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N407WN,2001,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N408AS,2012,Fixed wing multi engine,BOEING,737-990ER,2,222,NA,Turbo-fan
N408UA,1994,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N408WN,2001,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N409AS,2013,Fixed wing multi engine,BOEING,737-990ER,2,222,NA,Turbo-fan
N409UA,1994,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N409WN,2001,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N410UA,1994,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N410WN,2001,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N41135,1999,Fixed wing multi engine,BOEING,757-224,2,178,NA,Turbo-fan
N41140,2000,Fixed wing multi engine,BOEING,757-224,2,178,NA,Turbo-fan
N411UA,1994,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N411WN,2001,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N412UA,1994,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N412WN,2001,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N413AS,2013,Fixed wing multi engine,BOEING,737-990ER,2,222,NA,Turbo-fan
N413UA,1994,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N413WN,2001,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N414UA,1994,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N414WN,2001,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N415UA,1994,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N415WN,2001,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N416UA,1994,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N416WN,2001,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N417UA,1994,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N417WN,2001,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N418UA,1994,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N418WN,2001,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N419AS,2013,Fixed wing multi engine,BOEING,737-990ER,2,222,NA,Turbo-fan
N419UA,1994,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N419WN,2001,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N420UA,1994,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N420WN,2001,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N421LV,2001,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N421UA,1994,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N422UA,1995,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N422WN,2002,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N423AS,2013,Fixed wing multi engine,BOEING,737-990ER,2,222,NA,Turbo-fan
N423UA,1995,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N423WN,2002,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N424AA,1986,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turbo-fan
N424UA,1995,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N424WN,2002,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N425AA,1968,Fixed wing single engine,PIPER,PA-28-180,1,4,107,Reciprocating
N425LV,2002,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N425UA,1995,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N426SW,2001,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N426UA,1995,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N426WN,2002,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N427UA,1995,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N427WN,2002,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N428AS,2016,Fixed wing multi engine,BOEING,737-990ER,2,222,NA,Turbo-fan
N428UA,1995,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N428WN,2002,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N429UA,1995,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N429WN,2002,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N430UA,1996,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N430WN,2002,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N431AS,2013,Fixed wing multi engine,BOEING,737-990ER,2,222,NA,Turbo-fan
N431UA,1996,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N431WN,2002,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N432UA,1996,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N432WN,2003,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N433AS,2013,Fixed wing multi engine,BOEING,737-990ER,2,222,NA,Turbo-fan
N433LV,2003,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N433UA,1996,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N434AS,2016,Fixed wing multi engine,BOEING,737-990ER,2,222,NA,Turbo-fan
N434UA,1996,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N434WN,2003,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N435AS,2013,Fixed wing multi engine,BOEING,737-990ER,2,222,NA,Turbo-fan
N435UA,1996,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N435WN,2003,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N436UA,1996,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N436WN,2003,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N437SW,2001,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N437UA,1997,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N437WN,2003,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N438UA,1997,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N438WN,2003,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N439SW,2001,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N439UA,1997,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N439WN,2003,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N440AS,2013,Fixed wing multi engine,BOEING,737-990ER,2,222,NA,Turbo-fan
N440LV,2003,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N440UA,1997,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N441UA,1997,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N441WN,2003,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N442AS,2013,Fixed wing multi engine,BOEING,737-990ER,2,222,NA,Turbo-fan
N442UA,1998,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N442WN,2003,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N443UA,1998,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N443WN,2003,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N444UA,1998,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N444WN,2003,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N445UA,1998,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N445WN,2003,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N446UA,1998,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N446WN,2003,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N447UA,1998,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N447WN,2003,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N448AS,2016,Fixed wing multi engine,BOEING,737-990ER,2,222,NA,Turbo-fan
N448UA,1998,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N448WN,2003,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N449UA,1998,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N449WN,2003,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N450WN,2004,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N451UA,1998,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N451WN,2004,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N452UA,1999,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N452WN,2004,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N453AS,2014,Fixed wing multi engine,BOEING,737-990ER,2,222,NA,Turbo-fan
N453UA,1999,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N453WN,2004,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N45440,2009,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N454UA,1999,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N454WN,2004,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N455UA,1999,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N455WN,2004,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N456UA,1999,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N456WN,2004,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N457AS,2014,Fixed wing multi engine,BOEING,737-990ER,2,222,NA,Turbo-fan
N457UA,1999,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N457WN,2004,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N458UA,2000,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N458WN,2004,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N45956,2015,Fixed wing multi engine,BOEING,787-9,2,422,NA,Turbo-fan
N459AS,2014,Fixed wing multi engine,BOEING,737-990ER,2,222,NA,Turbo-fan
N459UA,2000,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N459WN,2004,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N460UA,2000,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N460WN,2004,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N461AS,2014,Fixed wing multi engine,BOEING,737-990ER,2,222,NA,Turbo-fan
N461UA,2000,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N461WN,2004,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N462AS,2014,Fixed wing multi engine,BOEING,737-990ER,2,222,NA,Turbo-fan
N462UA,2000,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N462WN,2004,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N463SW,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
